Date,adj close_tcs.ns,close_tcs.ns,high_tcs.ns,low_tcs.ns,open_tcs.ns,volume_tcs.ns,rsi
2025-03-28,3606.14990234375,3606.14990234375,3660.949951171875,3591.89990234375,3651.0,2051919,44.10335106172851
2025-04-01,3550.800048828125,3550.800048828125,3584.0,3525.0,3572.699951171875,2618493,38.80164376659929
2025-04-02,3543.949951171875,3543.949951171875,3564.10009765625,3530.050048828125,3544.0,1764313,38.18977785252663
2025-04-03,3403.14990234375,3403.14990234375,3502.0,3396.14990234375,3491.0,4537821,28.30848974306393
2025-04-04,3299.39990234375,3299.39990234375,3399.64990234375,3295.5,3362.60009765625,5317367,23.486238071423358
2025-04-07,3274.050048828125,3274.050048828125,3291.39990234375,3056.050048828125,3100.0,6623955,22.478666849381867
2025-04-08,3292.949951171875,3292.949951171875,3349.0,3255.300048828125,3302.050048828125,5557558,25.060004110068405
2025-04-09,3246.60009765625,3246.60009765625,3270.0,3212.050048828125,3260.550048828125,2990265,23.03431707947577
2025-04-11,3231.5,3231.5,3298.949951171875,3206.0,3289.550048828125,7108961,22.399077690713867
2025-04-15,3248.199951171875,3248.199951171875,3314.39990234375,3238.60009765625,3314.39990234375,3512160,24.866897960835374
2025-04-16,3273.800048828125,3273.800048828125,3278.10009765625,3229.0,3248.199951171875,2384391,28.61461713992972
2025-04-17,3298.89990234375,3298.89990234375,3303.60009765625,3218.0,3245.5,2932346,32.18625719087569
2025-04-21,3321.60009765625,3321.60009765625,3354.0,3284.10009765625,3290.10009765625,2432946,35.33730700713768
2025-04-22,3314.39990234375,3314.39990234375,3333.89990234375,3295.0,3322.60009765625,2710498,34.78518977997838
2025-04-23,3413.0,3413.0,3420.89990234375,3337.300048828125,3365.0,3543923,46.997822854861774
2025-04-24,3401.60009765625,3401.60009765625,3412.5,3387.699951171875,3401.10009765625,2252175,45.926947015549835
2025-04-25,3448.0,3448.0,3477.800048828125,3405.0,3420.0,2742991,50.837145934614846
2025-04-28,3443.5,3443.5,3457.800048828125,3405.0,3435.0,1593296,50.35952870698766
2025-04-29,3472.5,3472.5,3495.0,3430.39990234375,3455.0,1578332,53.39812090883313
2025-04-30,3453.699951171875,3453.699951171875,3509.89990234375,3366.0,3472.0,2809332,51.209682788098256
2025-05-02,3431.0,3431.0,3491.5,3420.0,3472.0,1721761,48.61871279965305
2025-05-05,3454.300048828125,3454.300048828125,3504.5,3446.39990234375,3450.0,1284443,51.34014606645703
2025-05-06,3460.0,3460.0,3473.0,3437.0,3460.0,1324763,52.009790621105005
2025-05-07,3445.10009765625,3445.10009765625,3459.5,3420.60009765625,3420.60009765625,1477128,50.07002903765425
2025-05-08,3448.89990234375,3448.89990234375,3477.0,3428.699951171875,3448.0,2543591,50.57627463787035
2025-05-09,3440.300048828125,3440.300048828125,3446.199951171875,3398.10009765625,3399.0,2531757,49.35655709870042
2025-05-12,3620.39990234375,3620.39990234375,3630.5,3502.199951171875,3505.0,2228678,67.19772782378264
2025-05-13,3515.0,3515.0,3623.0,3510.5,3620.39990234375,3062750,54.98860734380059
